epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,3021.11,0.82748,0.55483,0.88998,0.77799,0.74152,0.8257,0.59289,0.84139,0.60442,0.89362,0.000173451,0.000173451,0.000173451
183,3035.35,0.83119,0.55615,0.88899,0.77641,0.75188,0.82859,0.59785,0.8414,0.60174,0.89334,0.0001652,0.0001652,0.0001652
184,3049.8,0.83527,0.55744,0.88958,0.78908,0.74397,0.828,0.59762,0.83825,0.60261,0.89202,0.000156948,0.000156948,0.000156948
185,3063.84,0.82873,0.55616,0.89029,0.8229,0.7174,0.82315,0.59798,0.84202,0.6029,0.89313,0.000148696,0.000148696,0.000148696
186,3078.48,0.83266,0.5556,0.88687,0.80995,0.72488,0.81996,0.59366,0.83436,0.60142,0.89196,0.000140445,0.000140445,0.000140445
187,3093.21,0.83486,0.55575,0.88797,0.80221,0.73772,0.82171,0.59773,0.83567,0.60273,0.89134,0.000132193,0.000132193,0.000132193
188,3107.59,0.83213,0.55638,0.88947,0.80589,0.72447,0.82291,0.59099,0.8393,0.60378,0.89258,0.000123941,0.000123941,0.000123941
189,3121.47,0.82837,0.5546,0.88838,0.80768,0.72792,0.82464,0.59505,0.83664,0.60275,0.89165,0.00011569,0.00011569,0.00011569
190,3136.04,0.82652,0.55336,0.8874,0.81028,0.72881,0.83175,0.59751,0.83783,0.60103,0.89127,0.000107438,0.000107438,0.000107438
191,3152.46,0.8144,0.55784,0.88885,0.77982,0.73418,0.81273,0.57815,0.86587,0.61891,0.89862,9.92E-05,9.92E-05,9.92E-05
192,3165.91,0.7827,0.53489,0.87955,0.78877,0.71851,0.81264,0.57651,0.87345,0.62111,0.90176,9.09E-05,9.09E-05,9.09E-05
193,3179.13,0.76769,0.52866,0.87827,0.79415,0.71874,0.81307,0.57945,0.87071,0.61705,0.90128,8.27E-05,8.27E-05,8.27E-05
194,3192.64,0.76136,0.52374,0.87616,0.80765,0.70973,0.8134,0.57959,0.86617,0.61843,0.89968,7.44E-05,7.44E-05,7.44E-05
195,3206.32,0.77235,0.52785,0.87624,0.80632,0.71103,0.80891,0.57748,0.86746,0.62392,0.89961,6.62E-05,6.62E-05,6.62E-05
196,3219.83,0.75026,0.51891,0.87157,0.80159,0.71212,0.81264,0.57897,0.86457,0.61935,0.89803,5.79E-05,5.79E-05,5.79E-05
197,3233.51,0.76015,0.52277,0.87393,0.81765,0.70145,0.81591,0.58027,0.86519,0.61965,0.89807,4.97E-05,4.97E-05,4.97E-05
198,3247.22,0.75296,0.51776,0.87373,0.82528,0.70036,0.81945,0.58584,0.85972,0.61546,0.89644,4.14E-05,4.14E-05,4.14E-05
199,3260.99,0.75481,0.51837,0.87232,0.81781,0.70737,0.82023,0.58693,0.86151,0.61485,0.89681,3.32E-05,3.32E-05,3.32E-05
200,3274.6,0.75798,0.51812,0.87419,0.81014,0.70884,0.82099,0.58663,0.85935,0.61478,0.8966,2.49E-05,2.49E-05,2.49E-05
,,,,,,,,,,,,,,
,,,,,,,0.83828,0.60308,,,,,,
