epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
181,1380.87,0.83855,0.56518,0.89146,0.8966,0.48616,0.53473,0.38035,0.82214,0.59246,0.91811,0.000155761,0.000155761,0.000155761
182,1388.48,0.84807,0.56806,0.88947,0.91996,0.47522,0.53796,0.38341,0.82515,0.59369,0.91854,0.000148687,0.000148687,0.000148687
183,1396.07,0.83986,0.56835,0.89017,0.90133,0.48741,0.53779,0.38454,0.82209,0.59111,0.91599,0.000141614,0.000141614,0.000141614
184,1403.73,0.84973,0.56638,0.88958,0.90931,0.4768,0.53372,0.38345,0.82121,0.58799,0.91609,0.00013454,0.00013454,0.00013454
185,1411.31,0.83852,0.5667,0.89097,0.89293,0.49029,0.53224,0.37681,0.82341,0.59362,0.9155,0.000127467,0.000127467,0.000127467
186,1418.89,0.83838,0.56413,0.88956,0.90143,0.49034,0.534,0.3779,0.82427,0.5922,0.91732,0.000120393,0.000120393,0.000120393
187,1426.64,0.84971,0.56662,0.88952,0.91658,0.48752,0.5388,0.38389,0.81858,0.59006,0.9156,0.00011332,0.00011332,0.00011332
188,1434.24,0.84011,0.56397,0.88818,0.91627,0.49121,0.5384,0.38203,0.8235,0.58929,0.91743,0.000106246,0.000106246,0.000106246
189,1441.78,0.84347,0.56539,0.89201,0.90233,0.49152,0.53597,0.38233,0.82019,0.59055,0.91654,9.91726e-05,9.91726e-05,9.91726e-05
190,1449.39,0.8316,0.55688,0.8862,0.92912,0.47341,0.53895,0.38297,0.81804,0.58777,0.91657,9.20991e-05,9.20991e-05,9.20991e-05
191,1458.78,0.85779,0.59669,0.89753,0.93223,0.46654,0.53084,0.37315,0.84235,0.59905,0.92351,8.50255e-05,8.50255e-05,8.50255e-05
192,1465.88,0.81463,0.55937,0.88361,0.90507,0.48212,0.52995,0.37091,0.85071,0.6023,0.92773,7.7952e-05,7.7952e-05,7.7952e-05
193,1472.91,0.78088,0.54161,0.87909,0.89894,0.48502,0.53207,0.37222,0.84458,0.59931,0.92507,7.08784e-05,7.08784e-05,7.08784e-05
194,1479.92,0.77425,0.53701,0.87639,0.90697,0.4778,0.53334,0.37674,0.84111,0.59883,0.92312,6.38049e-05,6.38049e-05,6.38049e-05
195,1487.02,0.76953,0.53321,0.87683,0.90069,0.48584,0.53817,0.37998,0.83729,0.59581,0.92174,5.67313e-05,5.67313e-05,5.67313e-05
196,1494.11,0.764,0.53295,0.87534,0.91611,0.47259,0.53618,0.37947,0.83742,0.59574,0.92152,4.96578e-05,4.96578e-05,4.96578e-05
197,1501.18,0.76639,0.53177,0.87526,0.91228,0.47181,0.53595,0.37967,0.83453,0.59369,0.92127,4.25842e-05,4.25842e-05,4.25842e-05
198,1508.24,0.7623,0.52783,0.87533,0.92587,0.46803,0.53702,0.38172,0.83068,0.59305,0.91971,3.55107e-05,3.55107e-05,3.55107e-05
199,1515.25,0.76135,0.52902,0.87168,0.92199,0.4734,0.53707,0.3805,0.83256,0.59283,0.92014,2.84371e-05,2.84371e-05,2.84371e-05
200,1522.2,0.75923,0.52779,0.87305,0.91948,0.47614,0.536,0.37758,0.83295,0.5923,0.92052,2.13636e-05,2.13636e-05,2.13636e-05
