epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
93,951.324,0.79322,0.52873,0.88041,0.83885,0.75947,0.83456,0.62022,0.75268,0.55804,0.90518,0.0090892,0.0090892,0.0090892
94,961.415,0.79079,0.53317,0.87927,0.83393,0.73331,0.81896,0.60429,0.74895,0.55757,0.90366,0.0090793,0.0090793,0.0090793
95,971.46,0.77286,0.51909,0.87872,0.89916,0.7024,0.82261,0.62311,0.74635,0.54883,0.90299,0.0090694,0.0090694,0.0090694
96,981.485,0.79096,0.52607,0.88014,0.86088,0.74451,0.82907,0.62204,0.74628,0.54898,0.90254,0.0090595,0.0090595,0.0090595
97,991.591,0.78264,0.52298,0.87948,0.87659,0.75412,0.84583,0.62522,0.74207,0.53929,0.90364,0.0090496,0.0090496,0.0090496
98,1001.68,0.79959,0.52674,0.87809,0.83949,0.7722,0.84077,0.62578,0.73672,0.53947,0.89958,0.0090397,0.0090397,0.0090397
99,1011.74,0.7812,0.52248,0.87763,0.85279,0.75245,0.83262,0.62428,0.74167,0.54974,0.90276,0.0090298,0.0090298,0.0090298
100,1021.95,0.77386,0.51437,0.87632,0.86236,0.76711,0.83702,0.6197,0.73658,0.54331,0.9008,0.0090199,0.0090199,0.0090199
101,1032.1,0.77795,0.51804,0.87581,0.85979,0.77253,0.84926,0.62859,0.74847,0.54609,0.90194,0.00901,0.00901,0.00901
102,1042.17,0.77945,0.51079,0.87619,0.89356,0.76616,0.8532,0.63955,0.73557,0.54114,0.9013,0.0090001,0.0090001,0.0090001
103,1052.75,0.77046,0.51948,0.87832,0.84997,0.76126,0.84319,0.63952,0.73607,0.53843,0.89761,0.0089902,0.0089902,0.0089902
104,1062.88,0.77492,0.51332,0.87545,0.85224,0.74959,0.83358,0.63496,0.74426,0.54818,0.90581,0.0089803,0.0089803,0.0089803
105,1073.45,0.76549,0.5115,0.87421,0.85561,0.75857,0.82864,0.62009,0.73641,0.54734,0.89818,0.0089704,0.0089704,0.0089704
106,1083.72,0.77203,0.51759,0.87726,0.83012,0.76717,0.83895,0.62454,0.7401,0.54425,0.90024,0.0089605,0.0089605,0.0089605
107,1093.77,0.76993,0.51623,0.87639,0.8518,0.73805,0.83784,0.62207,0.73947,0.54405,0.90026,0.0089506,0.0089506,0.0089506
108,1104.38,0.77679,0.51151,0.87439,0.84443,0.76106,0.83783,0.62343,0.73643,0.54157,0.89883,0.0089407,0.0089407,0.0089407
